stock_item_name,transcription,attribution,action,db_price_per_piece,pdf_price_per_piece,v2_price_per_piece,db_list_rate,v2_list_rate,page_no,thread_form,size,grade,pack_qty,confidence,reason
"HSS TAP 9/16"" UNF SET TOTEM",OK,OK,KEEP,1381.00,1381,1381.00,4143.00,4143.00,3,UNF/UNC,9/16,Standard,3,verified,
HSS TAP 9BA BOT TOTEM,,OK,ADD,,,953.00,,953.00,3,BA,9,Standard,1,review,matched by v2; not previously seeded
HSS TAP 9BA SET TOTEM,,OK,ADD,,,953.00,,2859.00,3,BA,9,Standard,3,review,matched by v2; not previously seeded
HSS TRD TAP 12 X 1.75 SET TOTEM,OK,OK,KEEP,947.00,947,947.00,2841.00,2841.00,4,Metric Coarse,12.0 X 1.75,Standard,3,review,
HSS TRD TAP 16 X 2 SET TOTEM,OK,OK,KEEP,1378.00,1378,1378.00,4134.00,4134.00,4,Metric Coarse,16.0 X 2.00,Standard,3,review,
HSS-E LONG TAP 16 X 2 TYPE B GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1442.00,1442,,1442.00,,9,Metric Coarse,16.0 X 2.00,STD GOLD,1,review,item absent from this project's stock_items
HSS-E LONG TAP 6 X 1 TYPE C XL TICN TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 10 X 1.5 SD3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 12 X 1.75 SD3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 14 X 1.5 6G SDF3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1381.00,1381,,1381.00,,5,Metric Coarse,14.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 3.5 X .6 SD3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,3.5 X 0.60,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 4 X .7 SD1 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,4.0 X 0.70,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 4 X .7 SD3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,4.0 X 0.70,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 5 X .8 SD3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,5.0 X 0.80,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 6 X 1 O/G TIN GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,510.00,,9,Metric Coarse,6.0 X 1.00,STD GOLD,1,review,item absent from this project's stock_items
HSS-E ROLL TAP 6 X 1 SD3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E ROLL TAP 8 X 1.25 SD3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,504.00,504,,504.00,,4,Metric Coarse,8.0 X 1.25,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/2"" BSP SBU2 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,2269.00,2269,,2269.00,,3,BSP,1/2,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/2"" UNC HPT SPIREX HIGH HELIX TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,954.00,954,,954.00,,3,UNF/UNC,1/2,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/2"" UNC SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,954.00,954,,954.00,,3,UNF/UNC,1/2,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/2"" UNC SB4 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,954.00,954,,954.00,,3,UNF/UNC,1/2,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/2"" UNC SC4 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,954.00,954,,954.00,,3,UNF/UNC,1/2,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/4"" BSP SA1 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1023.00,1023,,1023.00,,3,BSP,1/4,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/4"" BSP SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1023.00,1023,,1023.00,,3,BSP,1/4,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/4"" BSP SPFL TIN SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1023.00,1023,,1023.00,,3,BSP,1/4,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/4"" BSP SPIREX TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1023.00,1023,,1023.00,,3,BSP,1/4,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/4"" UNC SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,423.00,423,,423.00,,3,UNF/UNC,1/4,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 1/4"" UNF SA4 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,423.00,423,,423.00,,3,UNF/UNC,1/4,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/8"" BSP SB3 SPFL TIN TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,671.00,671,,671.00,,3,BSP,1/8,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/8"" BSP SPFL TIN TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,671.00,671,,671.00,,3,BSP,1/8,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 1/8"" BSPT BOT GOLD TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1154.00,1154,,1154.00,,8,BSPT,1/8,STD GOLD,1,review,item absent from this project's stock_items
HSS-E TAP 10 X 1 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,678.00,678,,678.00,,5,Metric Coarse,10.0 X 1.00/1.25,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1 SAF3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,678.00,678,,678.00,,5,Metric Coarse,10.0 X 1.00/1.25,Standard,1,verified,item absent from this project's stock_items
HSS-E TAP 10 X 1 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,678.00,678,,678.00,,5,Metric Coarse,10.0 X 1.00/1.25,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SA2 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SAS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SB2 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SBF3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SBS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,10.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 10 X 1.5 SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,711.00,711,,2133.00,,9,Metric Coarse,10.0 X 1.50,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 10 X 1.5 SET XL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,711.00,711,,2133.00,,9,Metric Coarse,10.0 X 1.50,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 10 X 1.5 SF SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,711.00,711,,2133.00,,9,Metric Coarse,10.0 X 1.50,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 10 X 1.5 SPFL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,711.00,711,,711.00,,9,Metric Coarse,10.0 X 1.50,STD GOLD,1,review,item absent from this project's stock_items
HSS-E TAP 10 X 1.5 SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,711.00,711,,711.00,,9,Metric Coarse,10.0 X 1.50,STD GOLD,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SA2 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SAS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SBF3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SBS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SET XL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1086.00,1086,,3258.00,,9,Metric Coarse,12.0 X 1.75,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 12 X 1.75 SF SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1086.00,1086,,3258.00,,9,Metric Coarse,12.0 X 1.75,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 12 X 1.75 SPFL TIN TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,947.00,947,,947.00,,4,Metric Coarse,12.0 X 1.75,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 12 X 1.75 SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1086.00,1086,,1086.00,,9,Metric Coarse,12.0 X 1.75,STD GOLD,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 14 X 2 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1378.00,1378,,1378.00,,4,Metric Coarse,14.0 X 2.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 1 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1426.00,1426,,1426.00,,5,Metric Coarse,16.0 X 1.00,Standard,1,review,item absent from this project's stock_items
HSS-E TAP 16 X 1.5 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1381.00,1381,,1381.00,,5,Metric Coarse,16.0 X 1.50,Standard,1,review,item absent from this project's stock_items
HSS-E TAP 16 X 1.5 SAS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1381.00,1381,,1381.00,,5,Metric Coarse,16.0 X 1.50,Standard,1,review,item absent from this project's stock_items
HSS-E TAP 16 X 1.5 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1381.00,1381,,1381.00,,5,Metric Coarse,16.0 X 1.50,Standard,1,review,item absent from this project's stock_items
HSS-E TAP 16 X 1.5 SPIREX TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1381.00,1381,,1381.00,,5,Metric Coarse,16.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 6G SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1378.00,1378,,1378.00,,4,Metric Coarse,16.0 X 2.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 D376 16 X 2 6G SA5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1378.00,1378,,1378.00,,4,Metric Coarse,16.0 X 2.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1378.00,1378,,1378.00,,4,Metric Coarse,16.0 X 2.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1378.00,1378,,1378.00,,4,Metric Coarse,16.0 X 2.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 16 X 2 SF SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1442.00,1442,,4326.00,,9,Metric Coarse,16.0 X 2.00,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 16 X 2 SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,1442.00,1442,,1442.00,,9,Metric Coarse,16.0 X 2.00,STD GOLD,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 18 X 1.5 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,2367.00,2367,,2367.00,,5,Metric Coarse,18.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 18 X 1.5 SC4 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,2367.00,2367,,2367.00,,5,Metric Coarse,18.0 X 1.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 20 X 2.5 7G SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,2652.00,2652,,2652.00,,4,Metric Coarse,20.0 X 2.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 20 X 2.5 SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,3388.00,3388,,3388.00,,9,Metric Coarse,20.0 X 2.50,STD GOLD,1,review,item absent from this project's stock_items
HSS-E TAP 24 X 3 6G LHRH SBF2 OAL 180 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,3167.00,3167,,3167.00,,4,Metric Coarse,24.0 X 3.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 27 X 3 6G LHRH SBF2 OAL 180 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,4795.00,4795,,4795.00,,4,Metric Coarse,27.0 X 3.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 27 X 3 6G RHLH SBF2 OAL 180 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,4795.00,4795,,4795.00,,4,Metric Coarse,27.0 X 3.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 3 X .5 SBS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,3.0 X 0.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 3 X .5 SPIREX TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,3.0 X 0.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 3/8"" BSP SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1501.00,1501,,1501.00,,3,BSP,3/8,Standard,1,review,item absent from this project's stock_items
"HSS-E TAP 3/8"" UNC SA3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,585.00,585,,585.00,,3,UNF/UNC,3/8,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 30 X 3.5 SPFL SBS3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,5360.00,5360,,5360.00,,4,Metric Coarse,30.0 X 3.50,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SAS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,4.0 X 0.70,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,4.0 X 0.70,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SBS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,4.0 X 0.70,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SD1 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,4.0 X 0.70,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SET XL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,496.00,496,,1488.00,,9,Metric Coarse,4.0 X 0.70,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 4 X .7 SF SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,496.00,496,,1488.00,,9,Metric Coarse,4.0 X 0.70,STD GOLD,3,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 4 X .7 SPIREX TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,390.00,390,,390.00,,4,Metric Coarse,4.0 X 0.70,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SAF3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,5.0 X 0.80,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SAS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,5.0 X 0.80,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,5.0 X 0.80,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SBS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,5.0 X 0.80,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,1530.00,,9,Metric Coarse,5.0 X 0.80,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 5 X .8 SF SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,1530.00,,9,Metric Coarse,5.0 X 0.80,STD GOLD,3,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 5 X .8 SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,510.00,,9,Metric Coarse,5.0 X 0.80,STD GOLD,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 5/16"" UNC SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,480.00,480,,480.00,,3,UNF/UNC,5/16,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 5/16"" UNF SA3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,480.00,480,,480.00,,3,UNF/UNC,5/16,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 5/16"" UNF SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,480.00,480,,480.00,,3,UNF/UNC,5/16,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 D371 6 X 1 SA5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SAF3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SAS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SBS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,1530.00,,9,Metric Coarse,6.0 X 1.00,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 6 X 1 SF SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,1530.00,,9,Metric Coarse,6.0 X 1.00,STD GOLD,3,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 6 X 1 SPIREX BLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,item absent from this project's stock_items
HSS-E TAP 6 X 1 SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,510.00,510,,510.00,,9,Metric Coarse,6.0 X 1.00,STD GOLD,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
"HSS-E TAP 7/16"" UNC SB3 TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,747.00,747,,747.00,,3,UNF/UNC,7/16,Standard,1,review,item absent from this project's stock_items
HSS-E TAP 8 X 1 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,597.00,597,,597.00,,5,Metric Coarse,8.0 X 1.00,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SAF3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,504.00,504,,504.00,,4,Metric Coarse,8.0 X 1.25,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SAS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,504.00,504,,504.00,,4,Metric Coarse,8.0 X 1.25,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SB3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,504.00,504,,504.00,,4,Metric Coarse,8.0 X 1.25,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SBS5 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,504.00,504,,504.00,,4,Metric Coarse,8.0 X 1.25,Standard,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SET XL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,575.00,575,,1725.00,,9,Metric Coarse,8.0 X 1.25,STD GOLD,3,review,item absent from this project's stock_items
HSS-E TAP 8 X 1.25 SF SET GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,575.00,575,,1725.00,,9,Metric Coarse,8.0 X 1.25,STD GOLD,3,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SPFL GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,575.00,575,,575.00,,9,Metric Coarse,8.0 X 1.25,STD GOLD,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 8 X 1.25 SPIREX GOLD TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,575.00,575,,575.00,,9,Metric Coarse,8.0 X 1.25,STD GOLD,1,review,"HSS-E: priced on p11/p12-28, not matched yet"
HSS-E TAP 9 X 1.25 SA3 TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,609.00,609,,609.00,,4,Metric Coarse,9.0 X 1.25,Standard,1,review,item absent from this project's stock_items
"HSSS TAP 5/8"" BSW SEC TOTEM",OK,WRONG_FAMILY_OR_ABSENT,DROP,1381.00,1381,,1381.00,,3,BSW/BSF,5/8,Standard,1,review,item absent from this project's stock_items
SOLID CARBIDE ROLL TAP 6 X 1 TH CO TOTEM,OK,WRONG_FAMILY_OR_ABSENT,DROP,419.00,419,,419.00,,4,Metric Coarse,6.0 X 1.00,Standard,1,review,solid carbide - not in this HSS price list
